ig,abana,n,LLL," water yam, a ""bastard"" species of yam. abanã n [LLL] night; night-time. var. abalã;
  a§asã. abara n [HHL] fowl meat, usually including
"
ig,the leg or wing. var. abala. abara,n,HLL," threadworm, var. avara. abara n  [LLL]  deep hole in the ground for planting yam (in areas of Igboland where yam-mounds are not in fashion). abara agãdã 77 [LLHHHL] blanket; thick cover cloth worn to keep off the harmattan. var. abala ngãdã; abala agãdã; avara ngãdã. abara ngãdã n [LLHHHL] blanket; thick cover cloth worn to keep off the harmattan. var. abara agãdã; avara ngãdã; abala ngãdã. abazÅ n [HHL] gale; high winds accompanying a rain storm. abd n [HHH] alphabet;""ABC""-giiîramABD
  = recite the (Igbo) ABC for me'.. abia n [HLL] male person. abã n [HL] brefed; stock; lineage; seed; gene.
"
ig,var. abÅlÅ; abÅrÅ. abã,/7,LH," -a variety of yam, light yellow in colour, with a thick bark; also called ""ji ãta"". var. abãã iP. rotunda). abãa n [HLL] 'ritual drum used during certain festivals, esp. the New Yam (or AhãajîkÅ/ FejiîkÅ) festival; 2type of music (usually ""ifie"") played to the accompaniment of the ""abãa"" drum. *Music played during Fejioku festival. abã?ba n [HHL] 'plumage or feather, especially
"
ig,of young bird; :hair; down. var. ab'ba. abãdã,/;,HLL," kind of monkey, var. abÅdii. abãgbo n [LHL] a traditional dance, usually associated with Mbaise and northern Ngwa areas, and known for its vibrant but cultivated rhythms and biting (often indelicate) satirical lyrics. abãã n [LHL] a variety of yam, light yellow in colour, with a thick bark; also called ""ji ãta"" var. abã. abãã n [LHL] coin-currency formerly in use in
  Igboland. abãrãka n [LLLH] roasted plantain. *See also
  ""Åkpîcã"" = plantain. abãsã n [HHL] stinging black ant. var. agbãsã;
  agbãshã. abî 77 [HH] long, oblong basket. *See ""Åkpa""
  
"
ig,#NAME?,n,HH,"  'box of wicker-work used as a
coffin; :grave.
"
ig,abî,n,LH," forest; plantation; wooded area of
settlement; now found in place names - Abî
= Aboh. name ofa community in Mbaise clan.
"
ig,abîca |abî îca|,n,LHH," calico or similar
kind of cloth; cotton cloth; Lit: white sheet
of cloth imported (originally) from Aboh.
"
ig,abîgba idide,/;,HLL HLL,"   discarded or
"
ig,molted skin ofa worm. abîkî,n,HHH," crab: king-crab. var. abÅkî. abînlã n   [LLHL]   (Uzuakîlã)   first hair on baby's head: baby hair. var. abaãnya;apînli. abîî mini [LHH] two: the number 2 -abîî = two; lui abîî = both of them; abîî ezuola = two is enough: will do. var. abÅa; abÅî. abîî mini [LHH] twice; second - ugboroabîî = second time: He abîî = two pots. var. abÅa; abÅî. abîsã n [HHL] rear entrance to a house; back
"
ig,door. abîsã,n,HLL," 'camwood tree; redwood tree, used as cosmetic dye; :medicinal plant also used as chewing-stick for cleaning teeth [Baphia nitidis). abîsî /; [LHH] cricket: insect of the grasshopper family, var. abÅzÅ: avÅyÅ; avÅzÅ; mbãsã: mbîsî. abÅ //  [HH]  pus: yellowish discharge from
"
ig,infected wound or boil. var. avÅ. abÅ,/;,HH," cat; specifically, the bush-cat. abÅ #7 [HH] 'belly; stomach; abdomen; intestines; entrails: :womb. var. afî; ahî. abÅ /; [HH] companion; comrade. abÅ  n  [HL]  (Onãca)  hymn; psalm; song of joy, especially one associated with religious services; the word of choice for the Protestant missions - Abii îma = [Book oJJ Psalms; ndãabÅ = singers: musicians; choristers, var. ebu; avÅ. * See ""ukwe   = hymn, the word favoured by the Catholic missions. abÅ n [HL] armpit.
"
ig,abÅ,/),LL," stock; breed; kindred, vw. abÅrÅ. abÅ n [LL] worm.
"
ig,abÅ ala,77,HH LL," viper; adder, var. abÅ anã. abÅanã n [HH LL] (Onãca) viper; adder, var
"
ig,abÅ ala; avÅ ana abÅa,num,LHH," two; the number 2 - abÅa = two; ha abÅa = both of them: abÅa ezuola =

abÅa	Igbo-English	ada

  two is enough; will do. var. abîî; abÅî. abÅa num [LHH] twice;second-ugboroabÅa
= second time; iteabÅa= two pots. var. abîî;
  abÅî abÅba n [HHL] leaf; palm fibre. abÅba n [HHL] 'plumage or feather, especially
  of young bird; 2hair; down. var. abÅba abÅba n [LLL] body-fat; fatty tissue; fat. var.
  abÅbara. abÅba isi n [HHL HH] hair; locks. abÅba jiakpÅ n [HHL HHH] cassava slices.
  var. abÅba jiakwÅ. *See""abaca"" = tapioca. abÅba nti n [HHHLL] cheek bone; jaw bone. abÅbara n [LLLL] body-fat; fatty tissue; fat
  var. abÅba. abÅbî n [HHH] egg yolk; yolk; yellow inner
  part of an egg. var. abÅbÅ. abÅbî n [HHH] mashed yam. abÅbî n [HLH] cooked vegetable dish. abÅbÅ n [HHH] egg yolk; yolk; yellow inner
  part of an egg. var. abÅbî. abÅbÅ n [HHH] abstinence; deliberate act of
"
ig,refraining from doing something in obedience to an injunction whether or not self-imposed. abÅbÅ,n,HHL," 'dry waste fibre of chaff from
palm nut; dried fibrous remains of palm
  bunch that did not thrive; 2rag. abÅdÅ n [HLL] variety of monkey, var. abãdã. abÅghî n [LHL] maiden; woman in her late
  teens or early 20's. var. agbîghî; agbÅghî. abÅke n  [HLH] chicken used for sacrifice;
  shabby chicken not likely to survive, anyway. abÅkî n [LHH] crab; king-crab. var. abîkî. abÅlÅ n [LLL] breed; stock; lineage; seed; gene
- abÅlÅ îjîî = bad lineage or breed; lineage
with undesirable character traits, var.
  abÅrÅ. abÅlÅ akwÅ n [HLL] palm-fruit fibre; chaff
of the palm fruit dried after extraction of oil.
  *See ""abÅrãbÅ"" = chaff of palm-fruit. abÅî n [LHH] two; the number 2 - abÅî =
Mo; ha abÅî = both of them; abÅî ezuola =
  firo is enough; will do. var. abîî; abÅa. abÅî num [LHH] twice; second - ugboro abÅî
= second time; He abÅî = two pots. var. abîî;
  abÅî. abÅî num [LHH] two; the number 2. abÅrãbÅ n [HLLL] palm fruit fibre; fibre of
the palm fruit dried after extraction of oil. var.
  
"
ig,ahãrãha; avÅrãvÅ. abÅrÅ,n,HLL," breed; stock; lineage; seed;
gene - abÅrÅ îjîî = bad lineage or breed;
lineage with undesirable character traits.
  var. abÅlÅ. abÅzÅ ii [HHL] cricket; mole-cricket. aca n [LL] a kind of wooden gong. acaîkÅ n [LH HH] a kind of magical show;
according to îgbalÅ, an ancient magical craft
""of picking things from boiling oil"".
"
ig,acala,n,LLL," 'bamboo; giant grass; 2fish-trap made from bamboo stakes, var. acara.
"
ig,acanÅ,n,LLL," blue bead.
"
ig,acara,;?,LLL," (Owere) fish-trap made from bamboo.
"
ig,acara,n,LLL," 'bamboo; giant-grass; 2tall edible grass used (esp. in Umuahia area) in the preparation of soup. var. acala.
"
ig,acara ugo,n,LLL LL," beautiful woman of stately carriage, robust like the prime young shoot of the rafila-palm.
"
ig,acã,n,HH," 'pelvis; hip-joint; head of thighbone; femur; 2lines of thread wom by women around the hip as ornament var. acããã.
"
ig,acã,n,HH," pineapple, var. acîî.
"
ig,acã,n,HH," rabbit-hole.
"
ig,acã,;i,HH," 'species ofsasswood, also known as pink mahogany; :the seed of the ""acã"" tree, used in making soup (Gossweilerdendron balsamiferam).
"
ig,acã,u,LL," haemorrhoids; piles.
"
ig,acãca,n,LLL," (Onãca) 'dried, sliced plantain; dried yam haulm; 2wheat or corn bread; biscuit; wafer; more specifically, communion bread; ''foofoo from cooked, dried and preserved cocoyairt, to be eaten with beans, etc. during lean planting season, especially in Udi area.
"
ig,acãca mbadamba,n,LLL HHHHH," wafers; Lit. flat and wide yam flakes. *Used to translate ""wafers"" in Lev. 2.
"
ig,acãlã,w,HHH," head of thigh-bone; femur; hip-joint or pelvis, var. acã.
"
ig,acãlã,n,LLL," a variety of water yam.
"
ig,acãrã ãba,//,HHH HH," abscess.
"
ig,acãta,n,LLL," chin.
"
ig,acîî,n,HHH," pineapple, var. acã.
"
ig,ada,adj,HH," many.
"
ig,ada,n,HH," fall; collapse; slip -îcÅîkÅkînwe

ada	Igbo Dictionary	afî

ada = it's not the chicken but the person chasing it about that gets to fall: Lit: the chicken chaser owns the fall.
"
ig,ada,n,HL," beetle whose larvae develop in dung which it is forever ferrying.
"
ig,ada,/;,LH," 'first daughter of a family; daughter; female child; ˛'term of endearment or courtesy for a young woman.
"
ig,ada anã,/;,HHL," (Oguta) dust; earth; sand. var. aja.
"
ig,ada anã,n,HH LL," room.
"
ig,ada ushi,n,HL HL," (West Igbo) 'dung-beetle; Lit: stinking beetle; 2dwarf; person of extremely short stature, var. adakada.
"
ig,adaÅnî,n,LHHL," (înãca) oldest ""nwa-ada"", or woman born into a kindred; usually a married woman of the kindred, var. ada Ålî. * See ""nwa ada"" = woman married in her own kindred.
"
ig,adaa,adv,HHH," (înãca) never - Adaa eh awî eli = One never eats toad: Toads are never eaten, var. adaghã; anaa; anaghã *short for ""Adaghã..."" = One doesn't ever
"
ig,adaka,n,HHH," variety of yam.
"
ig,adaka,n,HHH," mole or dark mark, e.g. in the palm or hand.
"
ig,adaka,n,HHH," a shortish rifle or gun; gun with sawed-offbarrel. *named after ""adaka"" = dwarfish person; baboon,
"
ig,adaka,n,LHH," ape; baboon; chimpanzee. *See also ""îzî"" = gorilla.
"
ig,adaka,n,LHL," beetle; dung-beetle, var. adakada; ada ushi.
"
ig,adakada,n,HLHL," 'dungbeetle; :small crab.
"
ig,adanã,n,HHH," small basket with fine eyes, used for sifting, e.g. stone from rice.
"
ig,adãdã,n,LLL," young female of birds; young hen; pullet - adãdã îkiikî - pullet, or young hen.
"
ig,adãele,n,HHLH," 'mate; comrade; companion; a person, often of about the same age, who is a companion and associate or comrade in any number of undertakings; a close friend and associate; ^father's name of affection for a son; hence, father's companion.
"
ig,adãkî,n,LLH," severe headache; migraine.
"
ig,adÅ,//,HL," speciesofyam that grows onclimb-ing stems; sometimes called the ""air yam"" (Dioscoria spp.\.

"
ig,adÅdÅ,n,HLL," (Owere) insinuation.
"
ig,adiidÅ,n,HLL," iron tong used to pick up hot objects from cooking pot.
"
ig,afa,n,HH," 'divination; consultation with deities regarding past or future events by ""throwing "" and ""reading"" cowries, animal teeth. coins, etc. as dice - gbaa afa = foretell the future: perform a divination; :oracle.
"
ig,afa,n,HH," edible fruit; garden egg; va/v afÅfa. *Short form of ""afiifa"".
"
ig,afa,n,HL," 'name; given name - afa obodo = town 's name: baa afa = christen: name; -patriarchal name; lineage; family line - afa m efuna = may my name never never be lost; i.e. may my family line continue through children: 'reputation; good name - mebieafa mmadii = defame somebody; ruin somebody's reputation. var. aha.
"
ig,afa,n,LL," hair; beard - afa înii = beard; moustache: Lit: hair around the mouth.
"
ig,afaînÅ,n,LLHH," (înãca) beard; moustache. var. aha înii; ava înii.
"
ig,afata,//,HHH," kind of fruit.
"
ig,afe,;;,LL," cloth; dress; garment, var. efe.
"
ig,afeisi,n,LLHH," head-dress; Lit: cloth for the head. var. efe isi. *See ""îgîdî isi"" = head dress.
"
ig,afere,n,HHH," dish; plate; serving plate; modem crockery, var. efere; afele.
"
ig,afi azÅ,n,HH HL," gill; organ used by fish for breathing.
"
ig,afia,n,HHH," (Onãca) ' market - Ånî afia ? shop: store; 2trade; business; commercial activity - afia mmanÅ = oil trade; afia ajîka = business (trade) is quite bad. var. ahãa.
"
ig,afia,n,HHH," loom; instrument for weaving cloth.
"
ig,afia iwu,;/,HHH HH," 'contraband; goods prohibited by law; :trade in banned or prohibited goods, var. ahãa iwu.
"
ig,afia îlÅ,n,HHH HH," festivities, held on a designated market day, to mark the ""iwa-ji"" harvest festival; market-day set aside in honour of farmwork.
"
ig,afifia,n,HHHH," grass; green leaf.
"
ig,afifia,n,HHHH," antelope (Situtunga).
"
ig,afî,/;,HH," a variety of fresh water fish.
"
ig,afî,n,HH," 'belly;stomach; abdomen;entrails; intestines; also womb - afî ukwu = pot-belly; afo ami = entrails of a slaughtered animal;

aiî

Igbo-English

agadagba



2womb - nwa afîya = a child of her womb; afî ime = pregnancy; Condition affecting the stomach - afî na-agba ya = he has a running stomach, var. ahî; abÅ.
"
ig,afî,n,HH," tube; tyre; any inner tubing made from rubber or similar material - afî moto = motor tyres; afî taya = tyre tube. * A meaning derived by analogy with ""310"" = stomach, intestines.
"
ig,afî,;/,HL," year.
"
ig,Afî,n,LL," 'third day of the 4-day Igbo week; :market that holds on Afî day; 'personal name. var. ahî. * Afî ukwu = main Afî market/day; Afî nta = minor Afî market/day.
"
ig,afî ime,n,HH HH," pregnancy - O bit afî ime - she is pregnant; Lit: she is carrying a pregnancy.
"
ig,afî nta,n,HH HL," small intestines; entrails.
"
ig,afî îbala,n,HH LLL," (înãca) dysentery; inflammation of the bowels followed by severe diarrhoea, var. afî îbara.
"
ig,afî îbara,n,HH LLL," (Owere) dysentery; severe diarrhoea, var. afî îbala.
"
ig,afî îkãka,;i,HH LLL," constipation; hardening of stool leading to difficulty in evacuation.
"
ig,afî îma,n,HH HH," goodwill or favour; kindness - nwee afî îma ebe m no = have goodwill towards me.
"
ig,afî ukwu,n,HH HH," swollen stomach; disease of the stomach.
"
ig,afîÅkwÅ,n,HH HH," heel; the back of the foot. *See ""ikili"" = heel.
"
ig,afîlî,n,HHH," shavings from iron-monger-ing. *See ""afîlî ÅzÅ"" = iron shavings.
"
ig,afîlî ÅzÅ,n,HHH HL," metal shavings from iron-work; the sparks that rise from the anvil during metal work; also slag, smelt-waste. var. afÅlÅ ÅzÅ.
"
ig,afÅ,dem,HL," that; that very one. var. ahÅ. ?Sometimes shortened to ""a"", as in ""Ndã a"" = ""NdãafÅ"".
"
ig,afÅ,n,HL," fart; gas or wind emitted from the anus. var. abÅ.
"
ig,afÅ,n,HL," (loan) half, as in ""half-penny."" *Full form is ""afÅ peni"".
"
ig,afÅ înÅ,n,LL.HH," * See ""afa înÅ"".
"
ig,afiifa,n,LHH," edible fruit from the ""ofe"" plant, smaller than the garden egg; used in preparing salads and other delicacies.

"
ig,afÅfÅ,n,HHH," 'pain; suffering; tribulation; -punishment.
"
ig,afÅfÅ,;;,HHH," type of maggot or caterpillar that feeds'on fruit. *See ""îtã"" =- beetle.
"
ig,afÅfÅ,n,HLL," swollen and hardened scar.
"
ig,afÅlÅ,//,LLL," bullet; iron shots for a dane gun.
"
ig,afÅlÅ ÅzÅ,n,HHHHL," metal shavings from iron-work; the sparks that rise from the anvil during metal work: also slag, smelt-waste. var. afîlî ÅzÅ.
"
ig,afÅrÅ arÅ,/;,HLH HH," fart; gas or wind emitted from the anus.
"
ig,aga,/;,HH," needle; metal trap; threading needle. *cf. ""agãa"" = needle.
"
ig,aga,n,HH," thorny twining plant. *See""uke"" = medicinal plant.
"
ig,aga,n,HH," (West Igbo) cup.
"
ig,aga,;/,LL," 'a childless (unmarried?) woman of advanced years: a sterile or infertile woman; sometimes a post-menopausal woman - aga eji di. cji nwa = the barren woman has neither husband nor child; infertility: barrenness. *cf. Yor: ""agan"" = barren woman.
"
ig,aga,n,LL," fishing gear, including spear and net - aga azÅ ~ fishingspear; Lit: fish needle.
"
ig,aga azÅ,n,HH HL," fishing spear; Lit: fish needle.
"
ig,agaji,n,LLH," high-yielding white yam. *See ""ji aga"" = variety of yam.
"
ig,aga ngwÅ,n,HH LL," crocodile; kind of crocodile.
"
ig,aga nkwî,n,LL HH," short-winged bird of prey of the hawk family; kite.
"
ig,agaba,n,HHH," 'razorblade; blade; :sharp two-sided narrow knife used as surgical knife; lancet, var. agÅba; agîba.
"
ig,agaba,/;,HHH," masquerade with the fierce aspect of a lion (""agaba"") from which it takes its name.
"
ig,agaba,n,HHH," a prickly plant.
"
ig,agada,n,HHH," sword with bent or curved end.
"
ig,agada,n,HHH," a kind of frog.
"
ig,agada,n,LLH," folding easy-chair.
"
ig,agada,n,LLH," shrimp.
"
ig,agadaga,adj,HHHH," huge; large.
"
ig,agadagba,n,HHHL," (îhaîzara) men's underpants, woven from a mix of cotton, grass and tree-bark, also called ""nwa ãgba"" or

agadi	Igbo Dictionary	agÅ nkwî

""ãgba"". *See ""ãgba"".
"
ig,agadi,n,HHH," old person; a person of advanced years - agadi nwoke na agadi nwanvã = an old man and an old woman.
"
ig,agadãgba,n,HHHL," hard-dried cod-fish.
"
ig,agafu,n,LLL," burglar; thief.
"
ig,agala isi,n,HHH HH," hair; hair on the head. var. agara isi; agilã isi.
"
ig,agalaba,n,HLLL," 'treebranch; forked branch of trees; :cross road, or road junction; 'section or division of organisation, society or other large group, var. ngalaba.
"
ig,agalama,n,LLLL," ripe, dry kola-nut.
"
ig,agalama,n,LLLL," an animal said to be paralysed by light.
"
ig,agale,n,LHL," (West Igbo) animal fur.
"
ig,agam,n,LLL," spear used in fishing.
"
ig,agam-evu,n,HLH-LL," fancy name for a kind of maggot with a particularly offensive odour; Lit: I won't carry (touch) it.
"
ig,agama,n,LLL," clitoris; small upper end of a woman's genitalia.
"
ig,Agana,n,LLL," a title among the îsîmarã people, taken by persons of considerable wealth.
"
ig,agangwu,n,HHLL," crocodile; kind of crocodile.
"
ig,agara isi,n,LLL HH," hair; hair on the head var. agala isi.
"
ig,agene,n,LLL," (West Igbo) bamboo mat.
"
ig,agãdã,/;,LHH," cream of corn; blancmange made from guinea-corn.
"
ig,agãdã,/;,LLL," 'bullet; iron or lead pellet used as shot; birdshot; 2ball -bearing, var. agãlã; agãnã; agãrã.
"
ig,agãga,n,HHH," needle (threading); skewer; spike, var. aga.
"
ig,agãga,;;,HLL," comer; edge - nîkeghe n 'agãga Ålî = move over to the side (or corner) of the house, var. agiiga.
"
ig,agãlã,n,LLL," 'iron ball used as shot; bullet; lead or iron pellet; bird-shot; :ball-bearing. var. agãdã; agãnã; agãrã.
"
ig,agãlãisi,n,LLLHH," hair of the head; locks.
"
ig,agflãga,n,HHHH," tattered basket; faggots; thatch.
"
ig,agflãga,;/,HLHH," (Onãca) spear, var. agãrãga.
"
ig,agãnã,n,LLL," kind of mat.
"
ig,agãnã,n,LLL," 'iron ball used as shot; bullet; lead or iron pellet; bird-shot; 2ball-bearing.

var. agãdã; agãlã; agãrã.
"
ig,agãrã,n,HHH," hair-ag;n7.Æ= hair of the head: lock.
"
ig,agãrã,n,LLL," 'iron ball used as shot; bullet; lead or iron pellet; bird-shot; 'ball-bearing. var. agãdã; agãlã; agãnã.
"
ig,agãrãga,n,LHLH," (Owere) kindofspear. var. agflãga.
"
ig,agãrãgada,//,HHHHH," wry person; person with dry, mocking humour.
"
ig,agogo,n,HHH," (loan(?)) metal gong.
"
ig,ago,n,HH," kind of spoon.
"
ig,ago,n,HH," outright denial; disclaimer; the formal act of disassociating oneself from a charge - gîî ago = deny. *See ""agÅgî"" = denial.
"
ig,ago,n,HH," herbal potion,
"
ig,agîba,7i,HHH," 'razorblade; blade;;sharptwo-sided narrow knife used as surgical knife or lancet, var. agaba; agÅba.
"
ig,agîfÅ,n,HHL," liar; a person with a reputation for never telling the truth.
"
ig,agîlî,n,HHH," sticky sap of tree, or similar substance, used to trap birds; bird-line.
"
ig,agîlî,n,HHH," species of fish.
"
ig,agîlî,n,LLL," a kind of plant, var. agÅlÅ.
"
ig,agÅ,adj,HH," huge; powerful;/.//.tiger-sized; tiger-like in power.
"
ig,agÅ,n,HH," farm.
"
ig,agÅ,n,HH," hawk; kite.
"
ig,agÅ,n,HH," tiger; leopard;(inaccurately)cheetah. *Often also used to mean ""cheetah"" and ""leopard"".
"
ig,agÅ,n,HL," 'namesake; one who shares same name, and (in some cases) the same guardian spirit from the spirit world, as another; -spirit double; parallel incarnations of the same being; 'spirit of mischief; prankster spirit. *See ""gÅî aha"" = christen; cf. Egyptian ""ka"" (Yor: ""Esu"") = ""'spirit double"".
"
ig,agÅ aba,/;,HHHH," lion. *See""agaba"" = lion.
"
ig,agÅ aba,n,HHHL," razorblade; blade; sharp two-sided narrow knife used as surgical knife or lancet, var. agÅba; agîba.
"
ig,agÅ isi,n,HHHH," disease of skin; scalp infection.
"
ig,agÅ iyi,n,HH HH," crocodile; large. amphibious, tropical reptile with thick scales; Lit: river tiger.
"
ig,agÅ nkwî,//,HH HH," falcon; hawk; kite. var.

agÅ find

Igbo-English

agba fizî



agÅ nkwfi.
"
ig,agÅ Ånî,n,HH HL," gecko; house, or domestic lizard; also called wall-gecko IPrvodactylus gecko).
"
ig,agÅba,n,HHH," 'razorblade;blade;:sharptwo-sided narrow knife used as surgical knife or lancet, var. agaba; agîba. *properly, ""agÅ aba"".
"
ig,agfiga,II,HLL," corner; edge - nîkeghe n 'agÅga Ålî = move over to the side (or corner) of the house, var. agãga.
"
ig,agÅgî,n,HLH," outright denial; disclaimer; the formal act of disassociating oneself from a charge - gîî ago = deny. *See ""ago"" = denial.
"
ig,agÅgî,n,LLL," argument; objection; contentiousness; disputation -sie agÅgî = challenge an opinion; contest an argument; adamantly hold'on to an opposing opinion.
"
ig,agiigÅ,n,HHH," 'count; the act of counting -agÅgÅ înÅ = head count; census; Reckoner or counter.
"
ig,agÅlÅ,n,HHH," 'hunger; starvation; 2desire. var. agÅrÅ; agÅÅ.
"
ig,agÅlÅ,n,HHH," kind of plant.
"
ig,agÅlÅ,n,HHH/LLL," bush-cat.
"
ig,agÅlÅ,n,HLH," thin oil.
"
ig,agÅlÅ arî,n,HHH HL," any disease that appears to return to its victim every year; Lit: [disease] that counts a year [and returns]. *See ""Ogbu n'orie"" = disease that flares up every four days.
"
ig,agÅrÅ,ii,HHH," 'hunger; starvation; 2desire. var. agÅlÅ; agÅÅ.
"
ig,agÅÅ,n,HHH," 'hunger; starvation; Mesire. var. agÅlÅ; agÅrÅ.
"
ig,agba,Æ,HH," whip.
"
ig,agba,II,HH," species of hardwood tree.
"
ig,agba,ii,HH," totem in the shape of a pillar; a phallus symbol.
"
ig,agba,II,LL," 'appointment; schedule; tryst -vie agba = fix an appointment; set a date; -contract; covenant; pledge -Agba ocie= Old Testament; kwee agba = enter into a contract or covenant; make a solemn pledge.
"
ig,agba,n,LL," chin; jaw. var. aba.
"
ig,agba,n,LL," skin disease; leucoderma.
"
ig,agba,n,LL," branch; fork of road -agba Åzî = point where road branches out in several directions.

"
ig,agba,i;,LL," (Westlgbo) indigence - daa agba = become indigent: fall into indigence.
"
ig,agba,n,LL," paint;colour-agbauhie- brown (earth) colour.
"
ig,agba,n,LL," rheumatism; joint swelling. *See ""eguru"".
"
ig,agba,17,LL," chapter.
"
ig,agba,II,LL," fat.
"
ig,agba,n,LL," epoch or season; period of time in the past marked by very important events. var. aba. *cf. Yor: ""igba""or""ugba"" = time.
"
ig,agba,n,LL," palm kernel.
"
ig,agbaahÅ,n,HH HH," penis; male sexual organ.
"
ig,agba ahÅ,n,HH HH," 'colour of the skin; complexion; :blotch or blemish on the skin.
"
ig,agbaala,n,HHLL," cosmetic body marks cut around breasts or across stomach; scarifications on the body.
"
ig,agba ala,n,LH LL," lower jaw. var. agba anã.
"
ig,agbaamimi,n,HHLLL," (Westlgbo) kind of basket, var. Ågbî amãmã
"
ig,agba anã,n,LH LL," lower jaw. var. agba ala.
"
ig,agbaanya,n,LLHH," eye-lid. var. ikuanya.
"
ig,agba avÅ,n,LH HL," armpit, var. avÅ.
"
ig,agbaeli,Æ,LLHH," upper jaw. var. agbaelu; agba enu.
"
ig,agbaelu,i?,LLHH," upper jaw. var. agbaeli; agba enu.
"
ig,agba enu,Æ,HH HH," upland; sub-fertile farmland. *See ""igbo"" and ""anã oca"".
"
ig,agba enu,n,LLHH," upper jaw. var. agbaelu; agbaeli.
"
ig,agba igwe,n,HH HH," cloud; patches (//';: blemishes) in the sky.
"
ig,agba ilu,n,HH HH," bitter kolanut; cninchy bitter nut, often served with, or as a substitute for kolanut. var. akÅilu. *See""ugugolo"" = bitter kola.
"
ig,agba mmiri,n,LLHHH," blister; skin condition caused by burn.
"
ig,agba na uce,n,LL L HL," anxiety; worry;Lit: appointments and much thought.
"
ig,agbanti,n,LL HH," cheek; jaw. var. aba înÅ; agba înÅ.
"
ig,agba oruma,17,LH LLL," bone disease.
"
ig,agba osisi,n,LL HHH," whip; twig used as whip. var. agba. *See ''agbala aja"" = whip.
"
ig,agba Åzî,n,LH HH," road crossing; intersection. var. aba ezi.

agbaa anÅ	Igbo
"
ig,agbaa anii,n,LL HH," idiot; stubborn person.
"
ig,agbada,n,HHH," flat frying pot.
"
